sentence,source,title,sentence_length,Kincaid,ARI,Coleman-Liau,FleschReadingEase,GunningFogIndex,LIX,SMOGIndex,RIX,DaleChallIndex,tobeverb,auxverb,conjunction,pronoun,preposition,nominalization,interrogative,article,subordination
«nter wordt vanuit macro-economisch perspectief.,AbstractiveSummEP,Pensioenhervorming,7,17.040000000000003,20.634,27.6724884,-18.19999999999997,18.0,45.0,10.745966692414834,2.0,19.674500000000002,0,1,0,0,0,0,0,0,0
"Dit blijkt uit de sterkere toename van het bbp per capita in dit scenario (Figuur 3, paneel A).",AbstractiveSummEP,Pensioenhervorming,22,7.163333333333334,6.93333333333333,6.728179000000004,75.76500000000003,13.866666666666667,34.66666666666667,12.486832980505138,3.0,18.564855555555553,0,0,0,0,0,0,0,0,0
Twee gedragsfactoren spelen hierbij een rol.,AbstractiveSummEP,Pensioenhervorming,7,10.350000000000001,11.399999999999999,16.507039000000006,31.54500000000002,9.066666666666666,39.333333333333336,8.477225575051662,2.0,19.7241,0,0,0,0,0,0,0,0,0
Ten eerste stimuleert deze hervorming de opbouw van menselijk kapitaal op jonge leeftijd (paneel F).,AbstractiveSummEP,Pensioenhervorming,18,10.713333333333338,12.131999999999998,14.761886200000003,44.97000000000003,19.333333333333332,48.333333333333336,15.24744871391589,5.0,19.117833333333333,0,0,0,0,1,1,0,0,0
"Opportuniteitskost van deelname aan hoger onderwijs daalt, omdat studeren op jonge leeftijd geen invloed meer heeft op pensioenrechten.",AbstractiveSummEP,Pensioenhervorming,20,15.030000000000001,17.92333333333334,20.447831333333333,19.36500000000002,13.866666666666667,56.888888888888886,12.486832980505138,7.0,20.3193,0,1,0,0,0,0,0,0,0
De hervorming zorgt ook voor meer gewerkte uren.,AbstractiveSummEP,Pensioenhervorming,9,3.7550000000000026,6.120000000000001,9.900041000000005,82.39000000000001,8.200000000000001,33.0,8.477225575051662,2.0,19.823300000000003,0,0,0,0,0,1,0,1,0
"Ouderen worden gestimuleerd meer te werken en jongeren minder, maar het netto-effect op het aantal gewerkte uren is positief.",AbstractiveSummEP,Pensioenhervorming,21,14.177894736842106,14.098947368421051,15.135884157894736,27.255263157894774,16.02105263157895,50.578947368421055,13.954451150103322,6.0,19.53784736842105,1,1,0,0,0,0,0,0,0
De hervorming heeft ook betere effecten op welvaartsvlak dan een verhoging van de pensioenleeftijd.,AbstractiveSummEP,Pensioenhervorming,15,11.784285714285716,14.166428571428575,17.78491421428572,35.51071428571431,19.885714285714286,49.714285714285715,15.24744871391589,5.0,20.1209,0,1,0,0,0,1,0,1,0
"Bijvoorbeeld, als iemand 100 euro extra arbeidsinkomen verdient op 50 of 60 jaar, krijgt hij in het model 2,4 euro extra pensioen, in plaats van 1,3 euro op bijvoorbeeld 35 of 45 jaar.",AbstractiveSummEP,Pensioenhervorming,37,14.242857142857144,15.717428571428577,7.881223600000002,55.287142857142875,18.571428571428573,49.285714285714285,13.954451150103322,5.0,18.45564285714286,0,0,0,0,0,0,0,0,0
8 Concreet werden de volgende aanpassingen voorgesteld voor de vervangingsratio.,AbstractiveSummEP,Pensioenhervorming,11,11.91,16.54,22.399425,27.48500000000002,16.0,60.0,12.486832980505138,5.0,19.9225,0,1,0,0,0,1,0,0,0
"Om de extra jaren die gewerkt moeten worden beter te vergoeden, wordt een hoger pensioen voorgesteld.",AbstractiveSummEP,Pensioenhervorming,18,10.562500000000004,11.2975,13.21920875,47.832500000000024,13.9,41.0,12.486832980505138,4.0,18.24635,0,3,0,0,1,0,0,0,0
Een ongunstige vaststelling is echter dat deze pensioenhervorming de ongelijkheid tussen mensen met lage of hoge aanleg en/of kansen voor hoger onderwijs vergroot.,AbstractiveSummEP,Pensioenhervorming,24,15.895,17.848750000000003,17.020529708333335,23.85000000000001,17.933333333333334,49.0,15.24744871391589,6.0,17.985233333333333,1,0,0,0,0,1,0,1,0
Laaggeschoolden hebben geen keuze op 18 jaar.,AbstractiveSummEP,Pensioenhervorming,8,3.997142857142858,7.6385714285714315,11.891632857142863,78.87285714285716,2.8000000000000003,21.285714285714285,3.0,1.0,19.773699999999998,0,1,0,0,0,0,0,0,0
"Ze moeten de arbeidsmarkt op, maar het verdiende inkomen genereert in dit voorstel minder (of geen) pensioenrechten.",AbstractiveSummEP,Pensioenhervorming,21,12.55764705882353,13.667647058823526,15.662632235294119,35.309411764705914,18.564705882352943,52.294117647058826,15.24744871391589,6.0,18.41205294117647,0,1,0,1,0,1,0,0,0
Sommige generaties blijven negatief beÃ¯nvloed door het welvaartseffect.,AbstractiveSummEP,Pensioenhervorming,9,12.831111111111113,16.04,22.070677444444456,19.100000000000016,16.933333333333334,64.55555555555556,12.486832980505138,5.0,18.118455555555556,0,0,0,0,0,0,0,0,0
"Om de toenemende ongelijkheid door demografische veranderingen en pensioenhervormingen tegen te gaan, is een progressieve aanpassing van de vervangingsratio de beste oplossing.",AbstractiveSummEP,Pensioenhervorming,24,18.735454545454548,22.325909090909086,23.746010681818177,-0.07681818181815459,25.163636363636368,62.90909090909091,19.431676725154983,9.0,19.082245454545458,1,0,0,0,1,1,0,0,0
Daarnaast stelt de laatste simulatie een verhoging van de pensioenleeftijd met drie jaar en stijgende opbouwpercentages gedurende de loopbaan voor.,AbstractiveSummEP,Pensioenhervorming,21,14.040000000000003,18.478499999999997,20.056885850000008,30.02500000000002,18.0,65.0,15.24744871391589,9.0,19.628999999999998,0,0,0,0,0,1,0,0,0
"Voor mensen met een lage opleiding betekent dit een verhoging van de vervangingsratio met 8 procentpunt, terwijl hooggeschoolden een verlaging met 5 procentpunt krijgen.",AbstractiveSummEP,Pensioenhervorming,26,15.403333333333332,18.83,18.24549866666667,27.375000000000014,22.933333333333334,65.66666666666666,18.491933384829668,10.0,18.643150000000002,0,0,0,0,1,1,0,0,0
Verlaging van de pensioenen is nodig om betaalbaarheid te waarborgen.,AbstractiveSummEP,Pensioenhervorming,11,11.91,11.359000000000002,15.931588900000001,27.48500000000002,16.0,50.0,12.486832980505138,4.0,18.3435,1,0,0,0,0,1,0,0,0
"Meer werken en verdienen levert meer pensioen op, vooral voor mensen met minder kansen op hoger onderwijs.",AbstractiveSummEP,Pensioenhervorming,19,13.251764705882355,11.451176470588237,12.895643529411771,30.332941176470623,13.858823529411765,34.64705882352941,12.486832980505138,3.0,19.340876470588235,0,0,0,0,0,0,0,0,0
Dit vermindert de welvaartsongelijkheid tussen laag- en hooggeschoolden.,AbstractiveSummEP,Pensioenhervorming,9,14.080000000000002,19.661250000000003,26.804612625000004,8.365000000000014,18.2,45.5,12.486832980505138,3.0,19.823300000000003,0,0,0,0,0,1,0,0,0
Ook laaggeschoolden op middelbare leeftijd profiteren.,AbstractiveSummEP,Pensioenhervorming,7,16.25,19.25,26.306790666666664,-10.754999999999992,22.400000000000002,72.66666666666667,12.486832980505138,4.0,19.7241,0,0,0,0,0,0,0,0,0
"De hervorming heeft geen negatieve effecten op economische groei, werkgelegenheid en fysieke-kapitaalopbouw.",AbstractiveSummEP,Pensioenhervorming,14,20.55666666666667,21.8575,28.282409750000006,-30.944999999999958,24.8,62.0,16.41640786499874,6.0,20.021700000000003,0,1,0,0,0,1,0,1,0
De incentives voor hogere scholing worden iets zwakker.  ,AbstractiveSummEP,Pensioenhervorming,10,8.180000000000003,10.24125,15.044910625000004,50.66500000000003,8.200000000000001,45.5,8.477225575051662,3.0,19.823300000000003,0,1,0,0,0,1,0,1,0
Verlaging van pensioenen is nodig om betaalbaar te blijven.,AbstractiveSummEP,Pensioenhervorming,10,11.520000000000003,9.236666666666665,13.57755933333333,28.50000000000002,12.488888888888889,53.44444444444444,10.745966692414834,4.0,18.118455555555556,1,0,0,0,0,1,0,0,0
"Meer werken en verdienen levert meer pensioen op, vooral voor mensen met minder kansen op hoger onderwijs.",AbstractiveSummEP,Pensioenhervorming,19,13.251764705882355,11.451176470588237,12.895643529411771,30.332941176470623,13.858823529411765,34.64705882352941,12.486832980505138,3.0,19.340876470588235,0,0,0,0,0,0,0,0,0
Dit vermindert de welvaartsongelijkheid.,AbstractiveSummEP,Pensioenhervorming,5,15.469999999999999,22.96,29.721035000000008,-8.72499999999999,21.6,54.0,10.745966692414834,2.0,19.6249,0,0,0,0,0,1,0,0,0
Ook laaggeschoolden op middelbare leeftijd profiteren.,AbstractiveSummEP,Pensioenhervorming,7,16.25,19.25,26.306790666666664,-10.754999999999992,22.400000000000002,72.66666666666667,12.486832980505138,4.0,19.7241,0,0,0,0,0,0,0,0,0
"De hervorming heeft geen negatieve effecten op economie, werkgelegenheid en fysieke-kapitaalopbouw.",AbstractiveSummEP,Pensioenhervorming,13,20.88181818181818,21.32181818181818,28.01371936363637,-35.05727272727268,26.218181818181815,65.54545454545455,16.41640786499874,6.0,19.972099999999998,0,1,0,0,0,1,0,1,0
De incentives voor hogere scholing worden iets minder.,AbstractiveSummEP,Pensioenhervorming,9,8.180000000000003,9.6525,14.309929250000007,50.66500000000003,8.200000000000001,33.0,8.477225575051662,2.0,19.823300000000003,0,1,0,0,0,1,0,1,0
Resultaten kunnen worden vergeleken met de effecten van een onvoorwaardelijk minimumpensioen.,AbstractiveSummEP,Pensioenhervorming,12,20.88181818181818,19.18090909090909,25.34105981818182,-35.05727272727268,18.94545454545455,56.45454545454545,13.954451150103322,5.0,18.536645454545457,0,2,0,0,0,0,0,0,0
"We gaan hier niet verder op in, maar Devriendt et al. (2022) biedt meer informatie.",AbstractiveSummEP,Pensioenhervorming,19,4.420000000000002,6.166,7.314074933333334,90.09000000000002,8.666666666666668,28.333333333333336,8.477225575051662,2.0,18.06516666666667,0,0,0,1,0,1,0,0,0
"Een minimumpensioen is een effectief middel om ongelijkheid tegen te gaan, maar het faalt als alle drie de doelstellingen worden meegenomen.",AbstractiveSummEP,Pensioenhervorming,23,14.514285714285716,15.535714285714285,15.829440666666667,28.40571428571431,17.923809523809524,44.80952380952381,15.24744871391589,5.0,19.71619523809524,1,1,0,0,0,1,0,1,0
Het ondermijnt namelijk de arbeidsmarktparticipatie van laaggeschoolden.,AbstractiveSummEP,Pensioenhervorming,8,20.854285714285712,25.805714285714288,34.57105814285714,-41.98428571428568,25.65714285714286,64.14285714285714,13.954451150103322,4.0,19.773699999999998,0,0,0,1,0,1,0,1,0
Het leidt tot slechtere macro-economische prestaties en maakt de financiering van het pensioenstelsel moeilijker.,AbstractiveSummEP,Pensioenhervorming,15,16.84142857142857,18.87642857142857,23.664765214285723,-0.7464285714285293,19.885714285714286,56.857142857142854,15.24744871391589,6.0,20.1209,0,0,0,1,0,1,0,1,0
Een efficiÃ«ntere oplossing is het instellen van een minimumpensioen voor iedereen die aan een bepaalde norm inzake gewerkte uren voldoet.,AbstractiveSummEP,Pensioenhervorming,23,15.07619047619048,15.311428571428571,15.549447761904762,24.3771428571429,17.923809523809524,59.095238095238095,15.24744871391589,8.0,18.964290476190477,1,0,0,0,0,1,0,1,0
"Wie meer uren werkt, krijgt een hoger bedrag.",AbstractiveSummEP,Pensioenhervorming,10,3.7550000000000026,3.7650000000000006,6.960115500000004,82.39000000000001,3.2,8.0,3.0,0.0,19.823300000000003,0,0,0,0,0,0,1,0,0
"Er moet een directe relatie zijn tussen het aantal gewerkte uren en het pensioen, ook al is dat hoger dan wat volgt uit de normale regels, bijvoorbeeld voor mensen met een laag loon.",AbstractiveSummEP,Pensioenhervorming,36,14.08606060606061,16.050909090909094,9.494675303030306,52.849090909090926,16.83636363636364,51.18181818181819,12.486832980505138,6.0,20.106330303030305,2,1,0,0,0,1,0,0,0
Conclusie: ons onderzoek leidt tot het voorstel om het pensioen te koppelen aan het aantal gewerkte uren.,AbstractiveSummEP,Pensioenhervorming,19,11.169411764705881,11.174117647058821,12.549769941176475,45.26235294117649,13.858823529411765,52.294117647058826,12.486832980505138,6.0,20.2697,0,0,0,0,0,0,0,0,0
"Stel in plaats van iedereen dezelfde pensioenleeftijd op te leggen, een standaardloopbaan van 45 jaar vast.",AbstractiveSummEP,Pensioenhervorming,18,9.825,13.063749999999999,15.424152875,53.12000000000002,13.9,41.0,12.486832980505138,4.0,19.233225,0,0,0,0,0,0,0,0,0
Deze begint als iemand de arbeidsmarkt betreedt.,AbstractiveSummEP,Pensioenhervorming,8,5.682857142857145,9.657142857142855,14.411569,66.78714285714288,8.514285714285714,35.57142857142857,8.477225575051662,2.0,19.773699999999998,0,0,0,0,0,0,0,0,0
"Omdat de effecten van demografische veranderingen niet neutraal zijn voor mensen met verschillende opleidingsniveaus, kan de standaardloopbaan iets korter zijn voor laaggeschoolden.",AbstractiveSummEP,Pensioenhervorming,24,17.66272727272727,23.39636363636364,25.082340454545452,7.614090909090933,23.345454545454547,58.36363636363637,18.491933384829668,8.0,19.79997272727273,2,1,0,0,0,1,0,0,1
"Het pensioen dat iemand ontvangt, is gebaseerd op het gemiddelde verdiende inkomen gedurende de standaardloopbaan.",AbstractiveSummEP,Pensioenhervorming,17,15.433333333333337,16.842,20.64173720000001,11.13000000000002,24.666666666666668,68.33333333333334,17.491376746189438,8.0,19.117833333333333,1,0,0,1,0,1,0,1,0
"Arbeidsinkomens die later in de loopbaan worden verdiend, hebben meer invloed op de pensioenopbouw dan inkomsten op jongere leeftijd.",AbstractiveSummEP,Pensioenhervorming,21,14.177894736842106,16.082105263157892,17.61161089473684,27.255263157894774,13.915789473684212,61.10526315789474,12.486832980505138,8.0,18.706794736842106,0,2,0,0,0,1,0,0,0
De bijdrage van arbeidsinkomens aan de pensioenopbouw neemt toe met de jaren.,AbstractiveSummEP,Pensioenhervorming,13,8.756666666666668,10.082500000000003,13.582782250000001,53.65500000000001,11.466666666666667,37.0,10.745966692414834,3.0,17.390033333333335,0,0,0,0,0,0,0,1,0
Dit systeem bestaat bijvoorbeeld in Finland en Luxemburg.,AbstractiveSummEP,Pensioenhervorming,9,9.655000000000001,11.418749999999996,16.514873375,40.09000000000001,8.200000000000001,70.5,8.477225575051662,5.0,17.84955,0,0,0,0,0,0,0,0,0
"Het bevordert de opbouw van menselijk kapitaal in de economie en het werken op latere leeftijd, waardoor investeringen in fysiek kapitaal rendabeler worden.",AbstractiveSummEP,Pensioenhervorming,25,18.006086956521738,17.101304347826087,16.658024347826085,6.9334782608695775,21.373913043478264,62.130434782608695,17.491376746189438,9.0,19.19425652173913,0,1,0,1,0,0,0,1,0
"Het maakt het pensioenstelsel ook genderneutraal en gezinsvriendelijker, omdat minder pensioenrechten verloren gaan in de jaren waarin jonge ouders kinderen krijgen.",AbstractiveSummEP,Pensioenhervorming,23,20.133333333333336,21.14285714285714,22.82926328571429,-11.879999999999995,19.82857142857143,54.333333333333336,16.41640786499874,7.0,19.71619523809524,0,0,0,1,0,0,0,1,0
"Om de ongelijkheid tegen te gaan die voortkomt uit demografische veranderingen en een pensioensysteem met de hierboven beschreven kenmerken, pleiten onze resultaten voor een progressieve vervangingsratio.",AbstractiveSummEP,Pensioenhervorming,28,19.965384615384618,23.63423076923077,23.08944011538462,-1.7703846153845966,25.78461538461539,72.15384615384616,20.320508075688775,12.0,19.501484615384616,0,0,0,0,1,1,0,0,0
"Iedereen die meer werkt en meer verdient, moet een hoger pensioen krijgen, maar vooral degenen met minder kansen op hoger onderwijs.",AbstractiveSummEP,Pensioenhervorming,24,13.952380952380953,13.517142857142858,13.309504523809526,32.43428571428572,16.019047619047623,49.57142857142857,13.954451150103322,6.0,18.964290476190477,0,1,0,0,0,0,0,0,0
Een voorbeeld hiervan is het Zwitserse systeem.,AbstractiveSummEP,Pensioenhervorming,8,5.682857142857145,8.984285714285715,13.571590285714294,66.78714285714288,2.8000000000000003,64.14285714285714,3.0,4.0,17.517985714285714,1,0,0,0,0,0,0,1,0
Onze resultaten pleiten tegen systemen die geen verband meer leggen tussen het pensioen en de vroegere activiteit en verdiende arbeidsinkomsten (en bijdragen).,AbstractiveSummEP,Pensioenhervorming,25,17.12636363636364,18.47227272727273,18.9352235,11.459545454545477,21.527272727272727,67.45454545454545,17.491376746189438,10.0,19.79997272727273,0,0,0,0,0,1,0,0,0
Voorbeelden van maatregelen om de pensioenen te hervormen zijn een onvoorwaardelijk minimum en een loonplafond voor hogere verdieners.,AbstractiveSummEP,Pensioenhervorming,19,16.996666666666666,17.92333333333334,20.447831333333333,5.265000000000025,22.75555555555556,62.44444444444444,17.491376746189438,8.0,20.3193,1,0,0,0,0,0,0,0,0
« heeft dit al ingevoerd.,AbstractiveSummEP,Pensioenhervorming,6,3.6700000000000017,2.942499999999999,4.731668250000006,75.87500000000001,11.600000000000001,29.0,8.477225575051662,1.0,19.6249,0,1,0,0,0,0,0,0,0
We zijn het eens met de Commissie Pensioenhervorming,AbstractiveSummEP,Pensioenhervorming,8,8.180000000000003,9.063749999999999,13.574947875000003,50.66500000000003,3.2,33.0,3.0,2.0,15.875800000000002,1,0,0,1,0,1,0,0,0
2020-2040 dat er meer gekeken moet worden dan alleen financiÃ«le houdbaarheid en dat het pensioen gerelateerd moet zijn aan het verdiende inkomen.,AbstractiveSummEP,Pensioenhervorming,25,13.388695652173912,15.258260869565213,14.357213086956524,40.03782608695653,21.373913043478264,57.78260869565217,17.491376746189438,8.0,20.567300000000003,1,3,0,0,0,1,0,0,0
We verschillen echter van mening over het stijgende 'opbouwpercentage'.,AbstractiveSummEP,Pensioenhervorming,12,11.520000000000003,14.470000000000006,20.110727111111117,28.50000000000002,12.488888888888889,42.333333333333336,10.745966692414834,3.0,16.364011111111115,0,0,0,1,0,1,0,0,0
De Commissie stelde geen constante gewichten voor tot de leeftijd waarop vervroegd pensioen mogelijk is.,AbstractiveSummEP,Pensioenhervorming,16,10.713333333333338,14.015999999999998,17.113826600000003,44.97000000000003,14.0,61.666666666666664,12.486832980505138,7.0,19.117833333333333,1,0,0,0,0,0,0,1,0
Ze vroeg enkel om een pensioenbonus voor wie blijft werken na die leeftijd.,AbstractiveSummEP,Pensioenhervorming,14,7.633846153846157,7.533076923076923,9.965617692307696,63.48615384615385,8.276923076923078,28.384615384615387,8.477225575051662,2.0,18.856684615384616,0,0,0,1,0,0,0,0,0
Daarnaast bepleitte ze een progressieve vervangingsratio om de billijkheid van het pensioenstelsel te garanderen.,AbstractiveSummEP,Pensioenhervorming,15,15.15571428571429,18.87642857142857,23.664765214285723,11.339285714285731,19.885714285714286,64.0,15.24744871391589,7.0,20.1209,0,0,0,0,0,1,0,0,0
Ook kreeg iedereen met een actieve loopbaan recht op een minimumpensioen dat proportioneel was aan de lengte van de loopbaan.,AbstractiveSummEP,Pensioenhervorming,21,11.68,13.2975,13.589049750000001,46.945000000000036,14.0,50.0,12.486832980505138,6.0,18.8395,1,0,0,0,0,0,0,0,0
Hun voorstel combineert billijkheid en efficiÃ«ntie.,AbstractiveSummEP,Pensioenhervorming,9,10.740000000000002,12.348571428571425,17.77148385714286,30.53000000000002,19.942857142857143,64.14285714285714,12.486832980505138,4.0,19.773699999999998,0,0,0,0,0,1,0,0,0
"Eventuele tekorten in de pensioenkas worden gefinancierd met algemene middelen, waarvoor de consumptiebelasting wordt verhoogd.",AbstractiveSummEP,Pensioenhervorming,17,17.793333333333333,20.924,25.737608066666674,-5.789999999999996,22.0,75.0,16.41640786499874,9.0,18.06516666666667,0,2,0,0,0,1,0,0,0
"Dit verschilt van de Musgrave-regel, die een hogere sociale bijdrage voor werkenden en lagere pensioenen voor gepensioneerden voorstelt.",AbstractiveSummEP,Pensioenhervorming,20,15.685555555555556,18.184999999999995,20.77448972222222,14.665000000000031,13.866666666666667,62.44444444444444,12.486832980505138,8.0,19.442077777777776,0,0,0,0,0,0,0,0,0
Dit leidt tot onzekerheid en hogere belastingen op arbeid bij negatieve schokken.,AbstractiveSummEP,Pensioenhervorming,13,11.706666666666667,11.652499999999996,15.542732583333333,32.505,14.8,45.333333333333336,12.486832980505138,4.0,20.021700000000003,0,0,0,0,0,1,0,0,0
Hun voorstel combineert billijkheid en efficiÃ«ntie.,AbstractiveSummEP,Pensioenhervorming,9,10.740000000000002,12.348571428571425,17.77148385714286,30.53000000000002,19.942857142857143,64.14285714285714,12.486832980505138,4.0,19.773699999999998,0,0,0,0,0,1,0,0,0
"Tekorten worden gefinancierd met algemene middelen, waarvoor de consumptiebelasting wordt verhoogd.",AbstractiveSummEP,Pensioenhervorming,13,17.663636363636368,21.32181818181818,28.01371936363637,-11.984545454545447,18.94545454545455,74.63636363636363,13.954451150103322,7.0,18.536645454545457,0,2,0,0,0,1,0,0,0
"In tegenstelling tot de Musgrave-regel, die hogere sociale bijdragen en lagere pensioenen voorstelt.",AbstractiveSummEP,Pensioenhervorming,15,14.895384615384618,16.228461538461538,20.82072723076923,11.424615384615402,14.430769230769233,59.15384615384615,12.486832980505138,6.0,17.64206923076923,0,0,0,0,1,1,0,0,0
Dit brengt onzekerheid en hogere belastingen op arbeid met zich mee.,AbstractiveSummEP,Pensioenhervorming,12,9.081818181818182,8.476363636363637,11.977762090909096,49.542727272727284,11.672727272727274,29.181818181818183,10.745966692414834,2.0,18.536645454545457,0,0,0,0,0,1,0,0,0
Ze leggen de nadelen van demografische schokken alleen bij arbeid.,AbstractiveSummEP,Pensioenhervorming,11,8.370000000000001,9.945999999999998,14.167633600000002,52.865000000000016,12.0,40.0,10.745966692414834,3.0,19.9225,0,0,0,1,0,0,0,0,0
"Door meer geld uit algemene middelen te geven, kunnen ook inkomsten uit kapitaal worden gedeeld.",AbstractiveSummEP,Pensioenhervorming,17,11.500000000000004,11.189999999999998,13.585916000000005,39.33000000000001,16.666666666666668,48.333333333333336,13.954451150103322,5.0,19.117833333333333,0,2,0,0,1,0,0,0,0
Kunstmatige intelligentie wordt steeds meer toegepast in banen door bedrijven en individuen.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,13,14.656666666666666,15.970000000000006,20.932596000000004,11.355000000000025,18.133333333333333,53.666666666666664,13.954451150103322,5.0,17.390033333333335,0,1,0,0,0,1,0,0,0
De voordelen hiervan zijn zowel voorspelbaar als onvoorspelbaar.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,9,11.130000000000003,15.54,21.659743,29.515000000000022,18.2,58.0,12.486832980505138,4.0,19.823300000000003,1,0,0,0,0,0,0,1,0
Seksuele discriminatie in banen is ook een omstreden onderwerp.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,10,12.831111111111113,11.329999999999998,16.190826444444443,19.100000000000016,16.933333333333334,53.44444444444444,12.486832980505138,4.0,16.364011111111115,1,0,0,0,0,1,0,0,0
Het doel van dit artikel is om de onderwerpen AI en seksuele discriminatie te combineren en te bespreken wat hun effecten zullen zijn op de arbeidsmarkt in de toekomst.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,30,13.62344827586207,15.64551724137931,11.361679068965518,49.04137931034484,21.255172413793105,60.03448275862069,17.491376746189438,9.0,19.775934482758622,2,1,0,1,0,1,0,1,0
Automatisering is het gebruik van machines en computers om menselijke tussenkomst te verminderen.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,14,15.803076923076926,15.503846153846155,19.916134769230766,4.9169230769230925,20.58461538461539,66.84615384615384,15.24744871391589,7.0,18.856684615384616,1,0,0,0,0,1,0,0,0
"Big data is een verzameling gegevens uit verschillende bronnen, het is gerelateerd aan AI omdat hoe meer gegevens er worden ingevoerd, hoe beter AI wordt.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,28,13.984000000000002,14.9968,12.885347880000001,39.33200000000002,19.6,53.0,16.41640786499874,7.0,17.5085,2,2,0,0,0,1,0,0,0
AI-algoritme neemt de gegevensinvoer en gebruikt wiskunde en logica om de uitvoer te produceren.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,15,10.941428571428574,13.157142857142851,16.524946142857146,41.55357142857145,14.171428571428573,56.857142857142854,12.486832980505138,6.0,20.1209,0,0,0,0,0,0,0,0,0
Dit zijn enkele punten om te ontdekken in het veld van werk.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,13,3.84,3.41,5.2529933333333325,88.905,8.133333333333333,20.333333333333336,8.477225575051662,1.0,18.705866666666665,1,0,0,0,0,0,0,0,0
"Gender discriminatie in AI weerspiegelt niet alleen de bestaande vooroordelen in de samenleving, maar kan deze ook versterken door automatisering, aannameprocedures en besluitvorming.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,26,19.54521739130435,22.425652173913043,23.30481243478261,-4.101304347826073,23.11304347826087,62.130434782608695,18.491933384829668,9.0,18.507734782608697,0,1,0,0,0,1,0,0,0
"Dit artikel is niet volledig tegen het gebruik van AI, maar pleit ervoor dat kunstmatige intelligentie op een meer verantwoorde manier gebruikt wordt om seksuele discriminatie op de arbeidsmarkt te verminderen.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,33,17.435483870967747,21.11451612903226,17.006492709677417,25.273225806451627,22.72258064516129,66.48387096774194,18.491933384829668,11.0,20.454745161290326,1,1,0,0,0,1,0,0,0
Seksuele discriminatie kan een vorm van discriminatie zijn waarbij iemand anders wordt behandeld of ongelijk wordt behandeld vanwege hun geslacht.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,21,15.810000000000002,18.243000000000002,19.76289330000001,17.335000000000022,18.0,65.0,15.24744871391589,9.0,19.628999999999998,1,3,0,0,0,1,0,0,0
"Hoewel discriminatie op basis van geslacht in de werkomgeving volgens federaal recht verboden is, gebeurt het nog steeds op de arbeidsmarkt en is het altijd verborgen gebleven onder de norm.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,32,16.563333333333336,18.532999999999994,14.376163633333338,29.745000000000026,21.333333333333332,63.333333333333336,17.491376746189438,10.0,19.3355,2,0,0,0,0,1,0,0,1
"Bijvoorbeeld, 42% van de vrouwen in de Verenigde Staten heeft te maken gehad met genderdiscriminatie op het werk.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,20,9.785555555555558,11.905000000000001,12.93468838888889,56.96500000000002,9.422222222222222,40.22222222222222,8.477225575051662,4.0,18.564855555555553,0,1,0,0,0,1,0,0,0
"Een van de doelen van het maken van AI is om te helpen met diversiteit, problemen zoals discriminatie en racisme oplossen.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,23,11.704761904761906,11.49857142857143,10.789568380952378,48.54857142857145,17.923809523809524,44.80952380952381,15.24744871391589,5.0,18.964290476190477,1,0,0,0,0,1,0,1,0
Of het werkt zoals voorspeld is echter nog steeds een vraagteken.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,12,3.7181818181818187,7.191818181818181,10.374166363636366,87.99727272727276,8.036363636363637,29.181818181818183,8.477225575051662,2.0,17.10119090909091,1,0,1,0,0,0,0,0,0
"Er is zorg dat AI en automatisering niet op een gender verantwoorde manier gebruikt worden, waardoor bestaande gender bias versterkt kan worden.",AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,24,12.83545454545455,15.475000000000001,15.193500136363642,42.22318181818183,12.436363636363637,49.27272727272727,10.745966692414834,6.0,19.79997272727273,1,3,0,0,0,1,0,0,0
Door betere productiviteit en lagere kosten en minder arbeiders is het niet moeilijk om te denken dat AI technologie in de toekomst meer betrokken zal zijn bij productie en banen in het algemeen.,AbstractiveSummEP,TheImpactofAIOnJobsAndSexualDiscrimination,34,16.589090909090917,18.191818181818185,12.167334848484849,34.90363636363637,21.684848484848487,57.24242424242424,17.491376746189438,8.0,19.149360606060604,2,1,0,0,1,1,0,0,0
